method,iteration,loss,time,grad_evals
Gradient Descent,344,0.22157720075104387,0.01257470902055502,
Gradient Descent,346,0.22153046830756373,0.012642125017009676,
Gradient Descent,348,0.22148418746745732,0.012710292008705437,
Gradient Descent,350,0.221438351886743,0.012781249999534339,
Gradient Descent,352,0.22139295533740985,0.012850500002969056,
Gradient Descent,354,0.22134799170480893,0.012919292028527707,
Gradient Descent,356,0.2213034549851132,0.012988667003810406,
Gradient Descent,358,0.22125933928284597,0.013057625037617981,
Gradient Descent,360,0.22121563880847434,0.013126667006872594,
Gradient Descent,362,0.22117234787606702,0.013196042040362954,
Gradient Descent,364,0.22112946090101265,0.013265542045701295,
Gradient Descent,366,0.22108697239779876,0.013335917028598487,
Gradient Descent,368,0.22104487697784828,0.01340570900356397,
Gradient Descent,370,0.2210031693474118,0.013476334046572447,
Gradient Descent,372,0.220961844305515,0.013545709021855146,
Gradient Descent,374,0.22092089674195828,0.013615125033538789,
Gradient Descent,376,0.22088032163536767,0.013685584010090679,
Gradient Descent,378,0.22084011405129575,0.013755334017332643,
Gradient Descent,380,0.22080026914037063,0.013826209004037082,
Gradient Descent,382,0.22076078213649117,0.013896999997086823,
Gradient Descent,384,0.220721648355069,0.013969084015116096,
Gradient Descent,386,0.22068286319131258,0.014039292000234127,
Gradient Descent,388,0.22064442211855617,0.014156625024043024,
Gradient Descent,390,0.2206063206866288,0.014260041993111372,
Gradient Descent,392,0.2205685545202646,0.014330917038023472,
Gradient Descent,394,0.22053111931755146,0.01440312503837049,
Gradient Descent,396,0.22049401084841852,0.014477833989076316,
Gradient Descent,398,0.2204572249531603,0.014551542000845075,
Gradient Descent,400,0.2204207575409967,0.01462070900015533,
Gradient Descent,402,0.2203846045886681,0.014697917038574815,
Gradient Descent,404,0.2203487621390645,0.0147663340321742,
Gradient Descent,406,0.22031322629988717,0.01483400003053248,
Gradient Descent,408,0.22027799324234296,0.014904542011208832,
Gradient Descent,410,0.22024305919986933,0.014972125005442649,
Gradient Descent,412,0.22020842046689007,0.015041250037029386,
Gradient Descent,414,0.2201740733976003,0.015110042004380375,
Gradient Descent,416,0.22014001440477993,0.01517920900369063,
Gradient Descent,418,0.22010623995863549,0.015249834046699107,
Gradient Descent,420,0.22007274658566872,0.015319125028327107,
Gradient Descent,422,0.22003953086757186,0.015388542029540986,
Gradient Descent,424,0.22000658944014803,0.015457875037100166,
Gradient Descent,426,0.2199739189922575,0.015526625036727637,
Gradient Descent,428,0.21994151626478736,0.01559570903191343,
Gradient Descent,430,0.21990937804964564,0.01566429203376174,
Gradient Descent,432,0.2198775011887777,0.01573525002459064,
Gradient Descent,434,0.219845882573206,0.01580329204443842,
Gradient Descent,436,0.21981451914209066,0.01587208401178941,
Gradient Descent,438,0.21978340788181214,0.015942458994686604,
Gradient Descent,440,0.21975254582507397,0.01601229200605303,
Gradient Descent,442,0.2197219300500264,0.01608375000068918,
Gradient Descent,444,0.21969155767940884,0.01615404203766957,
Gradient Descent,446,0.2196614258797121,0.01622595899971202,
Gradient Descent,448,0.2196315318603589,0.01629516703542322,
Gradient Descent,450,0.21960187287290264,0.016363500035367906,
Gradient Descent,452,0.21957244621024402,0.016432459000498056,
Gradient Descent,454,0.21954324920586468,0.01650133403018117,
Gradient Descent,456,0.2195142792330778,0.01657095900736749,
Gradient Descent,458,0.21948553370429483,0.016638375003822148,
Gradient Descent,460,0.21945701007030866,0.01670725003350526,
Gradient Descent,462,0.21942870581959187,0.016776000033132732,
Gradient Descent,464,0.2194006184776103,0.016847334045451134,
Gradient Descent,466,0.21937274560615172,0.01692004199139774,
Gradient Descent,468,0.21934508480266843,0.01698883401695639,
Gradient Descent,470,0.21931763369963445,0.01705754199065268,
Gradient Descent,472,0.21929038996391562,0.017127208993770182,
Gradient Descent,474,0.21926335129615443,0.01719687500735745,
Gradient Descent,476,0.21923651543016637,0.01726575003704056,
Gradient Descent,478,0.21920988013235018,0.017335542012006044,
Gradient Descent,480,0.21918344320110977,0.01740466704359278,
Gradient Descent,482,0.2191572024662889,0.017473584040999413,
Gradient Descent,484,0.21913115578861722,0.017542875022627413,
Gradient Descent,486,0.21910530105916798,0.01761233399156481,
Gradient Descent,488,0.21907963619882712,0.017681209021247923,
Gradient Descent,490,0.2190541591577732,0.01775041699875146,
Gradient Descent,492,0.21902886791496828,0.017818833992350847,
Gradient Descent,494,0.21900376047765882,0.017888000002130866,
Gradient Descent,496,0.21897883488088754,0.01795558404410258,
Gradient Descent,498,0.2189540891870147,0.01802445901557803,
Gradient Descent,500,0.21892952148524902,0.01809349999530241,
Nesterov,0,0.5000000000000001,2.3250002413988113e-05,
Nesterov,2,0.31490131913025143,0.00011770805576816201,
Nesterov,4,0.29443892365010793,0.00019316701218485832,
Nesterov,6,0.2788126623998611,0.00026775000151246786,
Nesterov,8,0.2672719793735196,0.00034445803612470627,
Nesterov,10,0.25877324635458143,0.0004194170469418168,
Nesterov,12,0.2525763081026967,0.0004933750024065375,
Nesterov,14,0.24798600808680266,0.0005671250401064754,
Nesterov,16,0.24440616973035934,0.0006411670474335551,
Nesterov,18,0.24141984964585497,0.0007152080070227385,
Nesterov,20,0.23877526832813992,0.0007884170045144856,
Nesterov,22,0.23635701786495253,0.000862250046338886,
Nesterov,24,0.23414384713595443,0.0009357500239275396,
Nesterov,26,0.23214757252457105,0.0010096670011989772,
Nesterov,28,0.23036726839696384,0.0010830420069396496,
Nesterov,30,0.22877963932460982,0.0011567080509848893,
Nesterov,32,0.2273532353872341,0.0012307920260354877,
Nesterov,34,0.22606400481627734,0.0013045420055277646,
Nesterov,36,0.22490001211796418,0.0013913330039940774,
Nesterov,38,0.22385653062159339,0.0014694170095026493,
Nesterov,40,0.22292871898405406,0.0015432080253958702,
Nesterov,42,0.22210741997189282,0.00161650002701208,
Nesterov,44,0.2213793097054665,0.0016901250346563756,
Nesterov,46,0.22072967722257378,0.0017640000442042947,
Nesterov,48,0.22014541204279608,0.001839167030993849,
Nesterov,50,0.2196165842873449,0.0019127080449834466,
Nesterov,52,0.21913632447077724,0.00198695802828297,
Nesterov,54,0.2186997140714378,0.002060583035927266,
Nesterov,56,0.21830264637671812,0.0021357080549933016,
Nesterov,58,0.21794122219649834,0.0022113750455901027,
Nesterov,60,0.21761167951904561,0.002284458023495972,
Nesterov,62,0.21731054149887072,0.0023582500289194286,
Nesterov,64,0.2170347024504812,0.002433875051792711,
Nesterov,66,0.21678138091656113,0.0025073750293813646,
Nesterov,68,0.21654802991305427,0.0025807080091908574,
Nesterov,70,0.2163323108638034,0.0026545830187387764,
Nesterov,72,0.21613215449172565,0.0027275420143269002,
Nesterov,74,0.21594584805035774,0.0028013750561513007,
Nesterov,76,0.21577206848587302,0.002874958037864417,
Nesterov,78,0.21560982392599828,0.0029485830455087125,
Nesterov,80,0.215458326679017,0.00302250002278015,
Nesterov,82,0.215316855543557,0.003096667001955211,
Nesterov,84,0.2151846590697673,0.0031709580216556787,
Nesterov,86,0.21506091972089045,0.00324662501225248,
Nesterov,88,0.21494476745853608,0.003322750038933009,
Nesterov,90,0.21483531679407433,0.0033995420089922845,
Nesterov,92,0.21473170444558434,0.003473083022981882,
Nesterov,94,0.2146331158741436,0.0035470420261844993,
Nesterov,96,0.2145387985586691,0.003621417039539665,
Nesterov,98,0.21444806432106356,0.0036953750532120466,
Nesterov,100,0.21436028415645064,0.0037682500551454723,
Nesterov,102,0.2142748798147336,0.0038440830539911985,
Nesterov,104,0.21419131755156326,0.0039182500331662595,
Nesterov,106,0.21410910947189984,0.003992167010437697,
Nesterov,108,0.2140278252074224,0.004065292014274746,
Nesterov,110,0.21394711182849296,0.004139250027947128,
Nesterov,112,0.213866715402714,0.004212250001728535,
Nesterov,114,0.21378649611334838,0.004286167037207633,
Nesterov,116,0.21370643118236607,0.004361875005997717,
Nesterov,118,0.21362660454919655,0.004437791998498142,
Nesterov,120,0.21354718669954706,0.004510708036832511,
Nesterov,122,0.21346841012597986,0.004584292008075863,
Nesterov,124,0.2133905451942316,0.004657917015720159,
Nesterov,126,0.21331387880995267,0.004731042019557208,
Nesterov,128,0.2132386959319392,0.004805083037354052,
Nesterov,130,0.21316526286042478,0.004879125044681132,
Nesterov,132,0.2130938115270568,0.0049570000264793634,
Nesterov,134,0.2130245250960504,0.005038708040956408,
Nesterov,136,0.21295752619880123,0.005111750040668994,
Nesterov,138,0.21289286950602074,0.005185500020161271,
Nesterov,140,0.2128305399993675,0.005259042023681104,
Nesterov,142,0.21277045747458206,0.005333000037353486,
Nesterov,144,0.21271248681297614,0.005408542056102306,
Nesterov,146,0.21265645265064895,0.005484708002768457,
Nesterov,148,0.21260215641533223,0.00555979204364121,
Nesterov,150,0.2125493933975572,0.005633708031382412,
Nesterov,152,0.21249796764669468,0.005708458018489182,
Nesterov,154,0.2124477030304969,0.005782167019788176,
Nesterov,156,0.21239844964966131,0.005855499999597669,
Nesterov,158,0.21235008573038539,0.005929292005021125,
Nesterov,160,0.21230251587312457,0.006006708019413054,
Nesterov,162,0.21225566693738201,0.006080000021029264,
Nesterov,164,0.2122094828588326,0.006153499998617917,
Nesterov,166,0.21216391943280585,0.006229500053450465,
Nesterov,168,0.21211893972844117,0.006302500027231872,
Nesterov,170,0.2120745104681951,0.0063762920326553285,
Nesterov,172,0.21203059948737282,0.006449292006436735,
Nesterov,174,0.2119871742697979,0.006523083022329956,
Nesterov,176,0.21194420149159474,0.00659658299991861,
Nesterov,178,0.21190164745314147,0.006670125003438443,
Nesterov,180,0.2118594792245262,0.006743250007275492,
Nesterov,182,0.21181766628050944,0.00681700004497543,
Nesterov,184,0.21177618237121484,0.006891208002343774,
Nesterov,186,0.2117350073709186,0.006965417007450014,
Nesterov,188,0.21169412886604924,0.007038958021439612,
Nesterov,190,0.21165354327851066,0.007112625055015087,
Nesterov,192,0.21161325636897757,0.007185708032920957,
Nesterov,194,0.2115732830281187,0.007259375008288771,
Nesterov,196,0.2115336463417452,0.007332375040277839,
Nesterov,198,0.21149437600178944,0.007405500044114888,
Nesterov,200,0.2114555062143891,0.007478708052076399,
Nesterov,202,0.21141707331223822,0.0075569580076262355,
Nesterov,204,0.21137911329880543,0.007630542037077248,
Nesterov,206,0.21134165953527764,0.007704042014665902,
Nesterov,208,0.2113047407359481,0.007777583028655499,
Nesterov,210,0.21126837937920573,0.007851667003706098,
Nesterov,212,0.21123259058437144,0.007924917037598789,
Nesterov,214,0.21119738145968822,0.007998458051588386,
Nesterov,216,0.21116275089748626,0.008072583004832268,
Nesterov,218,0.21112868977684848,0.008146792009938508,
Nesterov,220,0.21109518152675427,0.008220125047955662,
Nesterov,222,0.2110622029980743,0.008293708029668778,
Nesterov,224,0.21102972558708907,0.008367250033188611,
Nesterov,226,0.21099771654539315,0.00844112504273653,
Nesterov,228,0.21096614040277437,0.008516250003594905,
Nesterov,230,0.21093496042418688,0.008590250043198466,
Nesterov,232,0.21090414002244903,0.008663292042911053,
Nesterov,234,0.21087364405637518,0.008736667048651725,
Nesterov,236,0.21084343995880298,0.008809750026557595,
Nesterov,238,0.21081349865731266,0.008883792033884674,
Nesterov,240,0.21078379526826008,0.008956917037721723,
Nesterov,242,0.210754309558666,0.009031167021021247,
Nesterov,244,0.21072502617906397,0.009103958029299974,
Nesterov,246,0.21069593467454967,0.009177750034723431,
Nesterov,248,0.21066702928363745,0.009251083014532924,
Nesterov,250,0.21063830853817544,0.009324750048108399,
Nesterov,252,0.21060977468456604,0.009397833026014268,
Nesterov,254,0.21058143295708937,0.009470042015891522,
Nesterov,256,0.21055329074650764,0.009547125024255365,
Nesterov,258,0.2105253567183549,0.009620458004064858,
Nesterov,260,0.21049763994219878,0.009693750005681068,
Nesterov,262,0.2104701490934187,0.009767083043698221,
Nesterov,264,0.21044289178188325,0.009840250015258789,
Nesterov,266,0.21041587404826087,0.009916875045746565,
Nesterov,268,0.21038910005074685,0.009990208025556058,
Nesterov,270,0.2103625719455854,0.01006454200251028,
Nesterov,272,0.21033628994664513,0.01013912505004555,
Nesterov,274,0.21031025253460373,0.010214000009000301,
Nesterov,276,0.2102844567762458,0.010286125005222857,
Nesterov,278,0.21025889870938738,0.01036400004522875,
Nesterov,280,0.2102335737487551,0.010436958051286638,
Nesterov,282,0.21020847707213058,0.010510708030778915,
Nesterov,284,0.21018360395338134,0.010586417047306895,
Nesterov,286,0.21015895001867876,0.010660833038855344,
Nesterov,288,0.21013451141322606,0.010733583010733128,
Nesterov,290,0.21011028487705413,0.010809750005137175,
Nesterov,292,0.21008626773876074,0.010885542025789618,
Nesterov,294,0.21006245784439098,0.010962042026221752,
Nesterov,296,0.21003885344415155,0.011035958013962954,
Nesterov,298,0.21001545306184966,0.011110208055470139,
Nesterov,300,0.20999225537083682,0.011183833004906774,
Nesterov,302,0.20996925909627176,0.01125766703626141,
Nesterov,304,0.20994646295752148,0.01133091701194644,
Nesterov,306,0.2099238656575259,0.011404625023715198,
Nesterov,308,0.20990146591902342,0.011478083033580333,
Nesterov,310,0.20987926256155862,0.011551542032975703,
Nesterov,312,0.20985725460877497,0.011624750040937215,
Nesterov,314,0.20983544141288252,0.01169841701630503,
Nesterov,316,0.20981382278230207,0.011772125028073788,
Nesterov,318,0.20979239909901048,0.011845625005662441,
Nesterov,320,0.20977117141361565,0.01192158303456381,
Nesterov,322,0.20975014150826427,0.01199558301595971,
Nesterov,324,0.20972931191982805,0.012068458017893136,
Nesterov,326,0.209708685918269,0.01214212505146861,
Nesterov,328,0.20968826743763141,0.01221525005530566,
Nesterov,330,0.20966806095978835,0.012288583035115153,
Nesterov,332,0.20964807135392782,0.01236254203831777,
Nesterov,334,0.20962830367774943,0.012436250050086528,
Nesterov,336,0.20960876294930952,0.012509292049799114,
Nesterov,338,0.2095894539011374,0.012583333009388298,
Nesterov,340,0.20957038073032597,0.012657417042646557,
Nesterov,342,0.20955154685946656,0.012731625000014901,
Nesterov,344,0.2095329547233191,0.012805667007341981,
Nesterov,346,0.20951460559489524,0.012879625021014363,
Nesterov,348,0.2094964994622551,0.01295258302707225,
Nesterov,350,0.20947863496401178,0.013026375032495707,
Nesterov,352,0.20946100938763143,0.013100833049975336,
Nesterov,354,0.20944361873051817,0.01317454205127433,
Nesterov,356,0.20942645781995273,0.013257125043310225,
Nesterov,358,0.20940952048454892,0.013329917041119188,
Nesterov,360,0.2093927997672121,0.013402917014900595,
Nesterov,362,0.2093762881677633,0.013476749998517334,
Nesterov,364,0.20935997790242805,0.013550333038438112,
Nesterov,366,0.2093438611672326,0.01362420804798603,
Nesterov,368,0.20932793039286654,0.013697667047381401,
Nesterov,370,0.20931217847963374,0.013771625002846122,
Nesterov,372,0.20929659900258138,0.013844833010807633,
Nesterov,374,0.2092811863786534,0.01391866704216227,
Nesterov,376,0.20926593598969037,0.013992792053613812,
Nesterov,378,0.20925084425722576,0.014066750009078532,
Nesterov,380,0.20923590866728334,0.014140292012598366,
Nesterov,382,0.20922112774571788,0.014214125054422766,
Nesterov,384,0.2092065009870084,0.014289000013377517,
Nesterov,386,0.20919202874171347,0.014361583045683801,
Nesterov,388,0.2091777120698988,0.014434542041271925,
Nesterov,390,0.20916355256959374,0.014508250053040683,
Nesterov,392,0.2091495521905508,0.014581417024601251,
Nesterov,394,0.2091357130441221,0.01465508301043883,
Nesterov,396,0.2091220372198436,0.014736875018570572,
Nesterov,398,0.20910852661830545,0.01481058303033933,
Nesterov,400,0.20909518280816863,0.014884875039570034,
Nesterov,402,0.2090820069129275,0.014958833053242415,
Nesterov,404,0.20906899953044256,0.01503245800267905,
Nesterov,406,0.20905616068565183,0.015106458042282611,
Nesterov,408,0.20904348981447302,0.015180208021774888,
Nesterov,410,0.20903098577496088,0.015265125024598092,
Nesterov,412,0.20901864688044086,0.015338333032559603,
Nesterov,414,0.209006470948674,0.015411667001899332,
Nesterov,416,0.20899445536110584,0.015484917035792023,
Nesterov,418,0.20898259712682252,0.015558792045339942,
Nesterov,420,0.20897089294683222,0.0156372920027934,
Nesterov,422,0.20895933927553492,0.015718292037490755,
Nesterov,424,0.20894793237755094,0.015791292011272162,
Nesterov,426,0.20893666837929284,0.01587608305271715,
Nesterov,428,0.20892554331564744,0.015949292050208896,
Nesterov,430,0.20891455317281835,0.016025292046833783,
Nesterov,432,0.20890369392872135,0.016106000053696334,
Nesterov,434,0.2088929615923503,0.01617945800535381,
Nesterov,436,0.20888235224329027,0.016252417000941932,
Nesterov,438,0.20887186207212638,0.016334167041350156,
Nesterov,440,0.20886148742196967,0.016407250019256026,
Nesterov,442,0.20885122483078186,0.01648075005505234,
Nesterov,444,0.2088410710736964,0.016561583033762872,
Nesterov,446,0.20883102320415242,0.01663550001103431,
Nesterov,448,0.20882107859240373,0.016716875019483268,
Nesterov,450,0.2088112349598362,0.016790542053058743,
Nesterov,452,0.2088014904075108,0.01686350000090897,
Nesterov,454,0.20879184343742058,0.01693741703638807,
Nesterov,456,0.20878229296509174,0.017011083022225648,
Nesterov,458,0.20877283832235316,0.017089833039790392,
Nesterov,460,0.20876347924934321,0.017162583011668175,
Nesterov,462,0.2087542158751232,0.017235792009159923,
Nesterov,464,0.20874504868662982,0.0173169580521062,
Nesterov,466,0.2087359784861329,0.017390458029694855,
Nesterov,468,0.20872700633786365,0.017463125055655837,
Nesterov,470,0.2087181335050313,0.01754545804578811,
Nesterov,472,0.20870936137901613,0.017621042032260448,
Nesterov,474,0.20870069140307362,0.0177033330546692,
Nesterov,476,0.2086921249933546,0.017776917025912553,
Nesterov,478,0.20868366346039008,0.01785050000762567,
Nesterov,480,0.20867530793436234,0.017923208011779934,
Nesterov,482,0.20866705929745646,0.017997333023231477,
Nesterov,484,0.20865891812635345,0.018071542028337717,
Nesterov,486,0.20865088464749296,0.018153500044718385,
